Symbol,Total Cash,Debt Growth (QoQ),Net Cash,Total Debt,Net Cash Growth,Debt Growth (3Y),Debt Growth (YoY),Debt Growth (5Y),Cash / M.Cap,ROE,ROCE,ROIC (5Y),ROA,ROE (5Y),Rev / Employee,ROIC,ROA (5Y),Prof / Employee,Asset Turnover,F-Score,Inv. Turnover,Z-Score,Stock Price,Volume,RSI,RSI (W),RSI (M),EPS,PE Ratio,PB Ratio,PEG Ratio,EV/Earnings,EV/FCF,FCF Yield,PS Ratio,P/FCF,Est. EPS,Est. Rev. Growth,Div. Yield,Div. Growth,Div. ($),Years,Last Div.,Div. CAGR 5Y,Rev Gr. Next Q,Rev Gr. Next 5Y,Rev Gr. This Y,Rev Gr. Next Y,Rev Gr. This Q,Revenue,Est. EPS Growth,Assets,Market Cap,Forward PE,Forward PS,P/OCF,Fwd EV/S,Earnings Yield
MOB,0.08362830527336501,0.7011453132861772,0.13758876639310427,-0.07498637407402785,-0.0495885052737129,-0.8488284513882086,0.05522189324244339,-1.1295932694940842,0.5223401340517516,0.3083926498088664,0.47013563055915125,0.3818924425166733,0.07895132823305426,-2.0818786543988868,-0.03355844653713047,0.33114154062340123,-2.0283202568175067,0.25892110174989613,-0.24950872419241088,-0.3913438505339463,0.021418316174247182,0.05723281072320954,-0.5301264594341054,-0.10292212294909607,-0.6521565030619783,-0.12027744095493492,0.325139406267509,-0.08252778413797826,-0.10361269487673659,-0.022341920574639195,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.1115628020459517,-0.05054132563603146,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.26251233784793293,-0.4358648756826578,-0.07131680794450017,-0.42145641618242174,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.044502772449389494
CVR,0.08339613844798639,-0.08534591516209229,0.1375849184579615,-0.075404648054158,-0.030742145408308892,-0.8488284513882086,-0.028126187071034994,-1.1295932694940842,0.13198247664103283,0.31524271073705723,0.47448750175049953,0.38491922186177246,0.1639974291366299,0.47439484859299286,-0.032618833637260376,0.33353598147844976,0.4932486519893383,0.26032597031260835,0.5755626908804431,-0.3913438505339463,0.024095629573323656,0.06262958078143026,-0.3484463320773159,-0.10400577034567604,0.7436294088952173,-0.24240290406398574,-0.3524631865658593,-0.007781267363261764,-0.10361269487673659,-0.021804950463198292,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.1949032455295611,-0.050162460576807594,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.12102546123993976,0.3038295601319084,-0.3089832552765519,-0.26617478501019326,-0.05805418814072052,0.6510100991230976,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.26046763057962924,-0.4358648756826578,-0.07125015241731789,-0.42034526526874844,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.1397558267285809
MIGI,0.08353579557029371,-0.039536919033772926,0.13751333218799303,-0.07452978052626398,-0.05619696912262081,0.05912158877161232,-0.02042354611959067,5.575521564590367,0.1265909401646029,0.2274556999648072,1.0841795996032793,0.38114417654849936,0.0813905089473056,0.437754892903411,-0.017585119567346413,0.31824402229814786,0.49185718915903,0.252076758250484,0.46406655370843575,0.1122786427476012,-0.06640734345573197,0.05612664046282892,-0.5464760025754878,-0.09402475206343423,1.0925758868845157,-0.02378324788111668,-0.159456313059422,-0.005873954708451945,-0.10361269487673659,-0.02235072336335134,-0.7861226803945567,-0.06980148402184833,-0.031096969692840017,0.19507632734121805,-0.05036452194172699,-0.02957024662936624,-1.4215800498219633,-0.031402410168513264,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.013775322140635662,-0.4548599345764821,-0.02056714695078003,-0.013885159842557055,-0.013810996668286517,-0.2578288012576438,-0.4358648756826578,-0.07104758847392526,-0.4202816339880344,-0.013803940759358384,-0.03877355002470013,-0.02883853725728312,-0.0506186432104497,0.13873614016165992
ANTE,0.08357281875471236,-0.08534591516209229,0.13760153728267452,-0.075404648054158,-0.05619696912262081,-0.8488284513882086,-0.028126187071034994,-1.1295932694940842,0.13359670714513452,0.3222515074799841,0.48770212459353257,0.3828511582883962,0.2440025565640853,0.4707294884074356,-0.03401254337658365,0.33609967018072673,0.49309739366777644,0.26522657903544966,-0.5616979082740313,-0.8949663438154939,-0.06640734345573197,0.05796467084497652,-0.5431393611180628,-0.09805388264827501,1.204948481491239,1.2660727235978095,0.10243916760623556,-0.0022725693229450022,-0.10284348436274257,-0.022139456434259838,-0.7861226803945567,-0.06960224669617754,-0.034461831687539544,-5.157717073427554,-0.03248209114636075,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.2626329633026107,-0.4358648756826578,-0.07086176273702548,-0.42049705467076154,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.14062819191274425
BNGO,0.08406255972222824,-0.027912892189584718,0.13755612497169772,-0.07448355866117484,-0.05619696912262081,0.3636248094275011,-0.025838122141874455,0.4538875151611325,0.12970040235475774,0.30564529916921684,0.455369018629862,0.3806939118525349,0.037322644043158715,0.45574053968138806,-0.03132493970688183,0.31409467548618286,0.4912925293345529,0.2537577685893387,-0.27180795162681237,-0.8949663438154939,0.02169949520702691,0.05066841650125371,-0.49042042609074826,-0.1021448872330871,-0.07156476426057462,-0.9020311770295382,-0.4777691875192689,-0.05654213003733286,-0.10361269487673659,-0.02204262575842623,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.1909279192176449,-0.050212975918037445,-0.03098607749175875,0.6895683848631091,-0.025312854829359976,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.013831716292481328,-0.4548599345764821,-0.021359646697857983,-0.013805500949379235,-0.013874253414638748,-0.26015784204534426,-0.4358648756826578,-0.07096655557197737,-0.4203470709218752,-0.013803940759359045,-0.03780285688825733,-0.030336821904596842,-0.04859217890025645,0.13689753864761486
BPT,0.083467003923233,-0.08534591516209229,0.13759158417488926,-0.075404648054158,-0.027133820310111703,-0.8488284513882086,-0.028126187071034994,-1.1295932694940842,0.13257384472850728,0.31499850179131095,-2.0910361909391133,0.5524753313426574,0.15749294723195936,0.6955609900649449,-0.03416602022350698,0.3318379538964223,0.5124232031286889,-3.7996299258065576,-1.5317143016704946,-1.902211330378589,-0.06640734345573197,-0.20205238096631553,-0.5478106591584578,-0.10028265031336751,0.41242597215961097,-0.5854096060060734,-0.49914841043075114,-0.004369428577458681,-0.10361269487673659,-0.01949861982061604,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,-5.157717073427554,-0.05054974485956977,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.040571973648399956,6.098715232992006,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.31608573568555054,-0.4358648756826578,-0.07135237091877582,-0.4204059681774835,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.13987399040721762
COSM,0.08337256147841754,-0.03471292419994349,0.13754308701377105,-0.07483842163119472,-0.05619696912262081,-0.2036388976548847,-0.021787853987342384,0.16568995561404182,0.12847118741708138,0.31237325562453555,0.47234197576156745,0.38424926279724464,0.13862994970841286,0.4321599648465288,-0.030793887473149276,0.3311803843916171,0.4920903316847459,0.25962812346586056,0.4306177125568336,-0.3913438505339463,0.032909980992201035,0.05861831690792875,-0.5498126440329127,0.03300397382577375,0.9358456891435599,-0.23260271257992635,-0.46767344336662464,-0.005032841675313894,-0.10361269487673659,-0.021936992293880478,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.1944352969549858,-0.0503729411652653,-0.03098607749175875,0.7025483606285241,-0.026223014175749557,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.013801420336471006,-0.4548599345764821,-0.021019193640182204,-0.013885159842557055,-0.013848915416574221,-0.2582243761735945,-0.4358648756826578,-0.07108551822856432,-0.42042111220020534,-0.013803940759354065,-0.03863966131622527,-0.030336821904596842,-0.05075374083112925,0.1392624450517893
XTLB,0.08339029707738244,-0.08534591516209229,0.13758436900954799,-0.075404648054158,-0.05619696912262081,-0.8488284513882086,-0.028126187071034994,-1.1295932694940842,0.13193896460784157,0.31320356604007393,-2.0910361909391133,0.3841883574277419,0.1111485136611761,0.4711279564544135,-0.033571566347001015,0.3323318246637434,0.49267148207811545,0.25899639498731597,-1.5317143016704946,-1.902211330378589,-0.06640734345573197,-0.20205238096631553,-0.5341304291830153,-0.09955239671889266,0.8067157777972372,0.14583545088145372,0.17964191700881046,-0.0045175118583387856,-0.10361269487673659,-0.017421161684549585,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.19490108110507243,-0.027346364787992853,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.2626369691468968,-0.4358648756826578,-0.07136159183692618,-0.4203451200779972,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.13985862846253308
OST,0.08336655076845444,-0.03685481581574988,0.1374887138059133,-0.07447026110558641,-0.05619696912262081,-0.8488284513882086,-0.01933583217715257,-1.1295932694940842,0.13065601890190565,0.3102852691384018,0.4701546823609656,0.38507529187112305,0.16838795442228335,-2.0818786543988868,-0.03160466587130679,0.3331142491378154,-2.0283202568175067,0.26001660897371437,0.0961293010408118,-0.8949663438154939,0.022347429499954073,0.060495454319483756,-0.5056021447220319,-0.10077979837634597,1.401107659795958,1.2442107579795225,-2.460692112559249,-0.008332137167958421,-0.10361269487673659,-0.002597265493295725,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.1948996381554125,-0.047527243609317184,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.2600199091360486,-0.4358648756826578,-0.07110274130211332,-0.411017558678019,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.13987762262407405
BLBX,0.08335862516632077,-0.04040883951454367,0.13757973880034768,-0.07509816731791198,0.22006426231643308,-0.24419679444981743,-0.01974905683665724,0.08252678887083453,0.1315816385170821,0.31316693469821205,0.47171180077847935,0.38301375387305026,0.14058129427981408,0.45894193022320434,-0.03179641267735286,0.32931449623979797,0.49167863610275037,0.25843626801121555,-0.27180795162681237,-1.3985888370970414,0.5267581639560983,0.05843954191635207,-0.5025991674103495,-0.10326724348540275,0.12656586307233264,0.7820940364619409,0.37561812703073105,-0.004949915037666379,-0.10361269487673659,-0.020431715424103516,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.19489891668058254,-0.046685321255486384,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.2624639864898804,-0.4358648756826578,-0.07132187383605607,-0.42040302985724926,-0.013803940759354597,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.139808243949814
SCNX,0.0833769058007378,-0.023392174044719022,0.1375712712357893,-0.07502846599785686,-0.05619696912262081,0.4071903704791366,0.08425025908126024,0.8331926903069807,0.13086830488202578,0.31786795690383357,0.47698108950334656,0.37608196150654355,0.2243264988024544,0.44980991594109293,-0.03410002416372187,0.3344890410771857,0.49154614291130705,0.2634247702865883,-0.572847521991232,-0.3913438505339463,-0.06640734345573197,0.06010997074389658,-0.5414710403893503,-0.09952998368972965,-1.1864191897009615,-1.096527284943953,-0.41660085530030594,-0.0028708257753510187,-0.10228405853438328,-0.022218681532669156,-0.7861226803945567,-0.06770949210230513,-0.034461831687539544,0.1940570998492314,0.021165201239738002,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.10806666144103715,0.03712675742858037,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.26266266843653446,-0.4358648756826578,-0.07081659564175746,-0.4204157954403684,-0.013803940759356433,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.14016596732549746
WETH,0.08712165908970854,-0.08534591516209229,0.13793534672955235,-0.075404648054158,-0.013345790798192755,-0.8488284513882086,-0.028126187071034994,-1.1295932694940842,0.16150077624922105,0.31689722634449113,0.4766747951511011,0.38654028352683556,0.2038373808027409,0.4785623876870699,-0.0312750641172121,0.3375826697601281,0.4939378440409661,0.2607154120403407,-0.2049102693236081,0.1122786427476012,0.19612829693316033,0.0624675659453139,-0.5408037120978654,-0.10192943133529402,-1.4742507478164286,-0.6494877810941553,0.06086845638946478,-0.004191728639959235,-0.08990676208193406,-0.022271498264942027,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.19497842320682104,-0.05031400660049714,-0.025752512758333932,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.05999665641764503,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.2593200267435713,-0.4358648756826578,-0.07066607029313701,-0.42041106983991117,-0.013803940759359045,-0.03920868832724345,-0.028741087849327756,-0.052847753951662274,0.14001644661877272
OXBR,0.08352878268342971,-0.07811940030787826,0.1375965037581313,-0.07510336513038976,0.0014546464750908898,-0.05097715129193548,-0.014169190950571588,0.0367194348313848,0.1329941314127487,0.31251367576833966,-2.0910361909391133,0.3844368730872301,0.13944300994649547,0.47236156986012595,-0.02539834027368594,-3.0131376549542654,0.4930678243718317,0.2550377899376205,-0.14916220073760442,-0.8949663438154939,-0.06640734345573197,-0.20205238096631553,-0.5309606197984617,-0.10237112344692056,-0.918302121867376,-0.5989791019070788,0.16004429600661857,-0.004606361825980205,-0.10361269487673659,-0.019745097904556128,-0.7861226803945567,-0.06980148402184833,-0.034461831687539544,0.1948660895758291,-0.04709786320886348,-0.03098607749175875,-1.4215800498219633,-0.0861691207670919,-0.2480897418452965,-0.45130695566626994,-0.3965676144098969,-0.26617478501019326,-0.052226783309947,-0.6052004796987739,-0.01389679570906613,-0.4548599345764821,-0.02259913751124332,-0.013885159842557055,-0.013925437723908134,-0.2624409280326504,-0.4358648756826578,-0.07133478040786691,-0.42041163384324304,-0.013803940759359045,-0.03920868832724345,-0.030336821904596842,-0.052847753951662274,0.13982867100424345
